event_id,timestamp,class,f1,f2,f3,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
811091,1484730023,1,1,15,117,4.060631762248862,9,24884,214.03418803418805,2,57.77952546296281,117,636,0,37,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811092,1484738472,1,3,9,30,3.024751334657712,32,3780,151.83333333333334,3,56.01742283950615,30,753,0,520,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811093,1484821986,0,2,9,13,2.1000496078882747,9,400,237.46153846153845,2,54.55185363247865,13,783,0,368,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811094,1484823356,0,1,49,50,3.361059978132813,0,12453,249.06,2,58.85976851851853,50,796,0,341,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811095,1484824389,0,2,17,20,2.5323791237189703,0,10417,520.35,2,50.040965856481485,17,846,0,222,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811096,1484830002,0,2,3,4,0.7350706620062771,2,41,1190.75,2,31.038310185185185,4,866,0,242,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811097,1484833628,0,2,2,2,0.06859321793659609,0,78,1348.5,2,31.080277777777777,2,870,0,246,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811098,1484833843,0,1,1,2,0.12974069471942834,1,69,603.5,1,3.184386574074074,2,872,0,49,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811099,1484833848,0,1,1,1,0,0,54,727,1,3.1844444444444444,1,874,0,51,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811100,1484839076,0,1,1,25,0,0,36,1.44,2,59.041712962962954,25,875,0,232,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811101,1484840329,0,3,37,443,3.3386224339275805,0,60108,143.06997742663657,2,58.93026322527419,443,900,0,508,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811102,1484841991,0,2,4,82,1.8382735194721158,0,567,6.914634146341464,2,59.0754513888888,82,1343,0,898,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811103,1484906984,0,2,6,57,2.713974761571275,0,31535,553.2456140350877,2,59.82768518518515,57,1425,0,980,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811104,1484910207,0,3,28,239,2.2594942847741124,0,41386,187.33891213389123,2,59.63152918216356,239,1482,0,1090,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811105,1484910434,0,1,2,5,0,0,0,0,2,59.86761574074073,5,1721,0,639,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811106,1484921064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811107,1484921793,0,1,1,1,0,0,34,3455,1,4.202326388888889,1,1726,0,54,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811108,1485247344,1,2,16,95,2.874827705451022,14170,1,1.6631578947368422,3,1.3424639376218324,2,195888,0,16086,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811109,1485248526,0,1,2,2,0.6554817739013927,13,9,1309.5,2,63.780717592592595,2,0,0,0,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811110,1485251583,0,1,1,1,0,118,3,4729,2,63.81609953703704,1,2,0,2,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811111,1485268327,1,1,1,4,0.9301049207622931,676,0,0,1,0,0,195983,0,16115,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811112,1485275893,1,3,4,21,1.2253928501578364,117,15,31.476190476190474,2,15.261301256613754,5,1727,0,1671,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811113,1485276115,1,1,3,5,1.0956945621069194,1047,0,0,1,0,0,1748,0,659,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811114,1485333741,0,1,8,24,2.590671545227782,0,2236,93.16666666666667,2,64.76700231481482,24,1753,0,639,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811115,1485333844,0,1,4,25,1.571762118896378,0,18008,720.32,2,64.76819444444442,25,1777,0,663,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811116,1485336544,0,1,60,111,4.221071910649266,0,11998,108.09009009009009,2,64.79944444444457,111,1802,0,688,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811117,1485336560,1,3,5,10,1.3601179100097749,373,99,568.7,2,34.200388888888895,7,1913,0,719,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811118,1485336852,0,1,1,1,0,0,2,613,1,0.702974537037037,1,1923,0,665,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811119,1485343600,0,2,6,84,2.5413405553751343,0,2870,34.166666666666664,2,64.8811111111111,84,1924,0,1465,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811120,1485352944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811121,1485429464,0,1,2,2,0.5859526183035508,1,10,165.5,2,65.8749074074074,2,2008,0,394,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811122,1485445400,0,1,1,1,0,2,2,613,1,1.9593171296296297,1,2010,0,730,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811123,1485445432,0,1,1,1,0,1,1,30,1,10.262962962962963,1,2011,0,731,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811124,1485445530,0,1,1,9,0,0,0,0,1,0,0,2012,0,732,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811125,1485496560,0,1,2,8,1.5938679852830568,465,261,0,1,0,0,3,0,3,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811126,1485496818,0,1,1,1,0,1,1,686,2,66.6544675925926,1,11,0,11,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811127,1485516198,1,2,111,308,4.5140524957190795,3677,9717,760.1006493506494,4,63.55361490650566,293,0,0,0,9236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811128,1485767328,0,1,1,1,0,84,0,0,1,0,0,2021,0,396,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811129,1485776012,0,1,2,2,0.4825775651770121,16,0,8837.5,3,69.88587962962963,2,12,0,12,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811130,1485866765,0,1,1,1,0,2,0,321,2,70.93626157407408,1,14,0,14,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811131,1485945769,0,1,1,1,0,2,1,2008,2,71.85065972222222,1,15,0,15,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811132,1486128988,0,1,1,1,0,1,1,30,1,18.17449074074074,1,2022,0,741,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811133,1486561984,0,1,1,1,0,73,82,485,1,78.98277777777778,1,195987,0,16119,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811134,1486742944,0,1,1,1,0,1,4,3,3,81.07722222222222,1,0,0,0,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811135,1486744299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811136,1487009019,0,1,3,3,1.0986122886681096,3,3,933.6666666666666,2,84.15679398148148,3,1,0,0,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811137,1487071796,1,4,62,394,2.7058514640559133,7336,3153,37.53299492385787,3,4.889816812370746,29,308,0,308,9236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811138,1487171459,1,2,2,7,1.5955200597731762,1941,562,482.7142857142857,3,86.03688657407407,7,0,0,0,9239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811139,1487175927,0,1,1,2,0.2801561917355863,121,90,725.5,2,86.08859953703704,2,7,0,2,9239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811140,1487240295,1,6,756,3213,6.0102045253103675,172979,59574,522.7304699657641,6,72.61130502097797,2711,195988,0,195870,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811141,1487245319,0,1,1,1,0,10,10,168,1,86.89174768518518,1,199201,0,1909,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811142,1487246375,0,1,1,3,0.371927808117625,0,475,159,3,86.90396990740742,3,9,0,5,9239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811143,1487254512,0,1,1,1,0,3,8036,21,1,86.99814814814815,1,199202,0,55690,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811144,1487348563,0,1,1,1,0,6,14,556,1,88.08670138888888,1,199203,0,124929,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811145,1487584885,1,4,7,24,2.2957751916038363,66,555,91.875,2,77.14430603780865,21,2023,0,1201,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811146,1487612240,0,1,1,1,0,2,2,168,1,91.13851851851852,1,199204,0,1910,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811147,1487688126,0,1,1,1,0,0,2,2,2,92.01682870370371,1,16,0,0,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811148,1487688299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811149,1487689153,0,1,1,1,0,1,1,236,3,92.02871527777778,1,0,0,0,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811150,1487690587,1,1,4,19,1.991494135536728,2280,0,0,1,0,0,1,0,0,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811151,1487690601,1,1,5,9,2.0280565966125494,584,0,0,1,0,0,20,0,19,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811152,1487690614,1,1,14,59,3.6771585357023273,3675,0,0,1,0,0,29,0,28,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811153,1487690627,0,1,1,1,0,135,0,277,2,36.249016203703704,1,88,0,1,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811154,1487696588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811155,1487753067,1,1,1,2,0.439669879401343,15,10,64.5,2,46.384230324074075,1,2047,0,399,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811156,1487754633,0,1,1,1,0,0,135,277,2,36.989826388888886,1,89,0,2,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811157,1487755873,0,1,3,6,1.1305213445612794,0,1703,283.8333333333333,1,0.7556250000000001,6,90,0,87,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811158,1487848657,1,1,11,22,2.02683480349833,166,916,158.9090909090909,2,71.18025568181817,20,2049,0,751,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811159,1487956174,0,1,1,1,0,1,3,3,3,95.1192361111111,1,4,0,1,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811160,1488192495,1,6,751,2757,5.4182578064049425,290574,69634,210.29706202393908,7,46.25881210622186,1315,0,0,0,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811161,1488194338,0,2,2,2,0.6829081047004717,6,1,182.5,4,97.87576388888888,2,2071,0,474,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811162,1488200256,0,1,2,2,0.6365141682948128,6,6,384.5,2,97.94425925925925,2,2073,0,819,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811163,1488202151,0,3,17,25,3.0486944257659347,45,242,294.44,4,24.18000324074077,25,2757,0,2724,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811164,1488202436,1,1,2,2,0.34883209584303193,6,3,148.5,4,70.07111111111111,2,2075,0,74,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811165,1488202793,0,2,2,4,1.1935496040981333,10,0,326.25,4,70.07524305555556,4,2782,0,1666,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811166,1488203883,0,1,3,3,0.8218506531503774,213,4,797.6666666666666,3,65.32415895061729,2,96,0,93,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811167,1488205744,0,1,4,7,0.7443558314355054,7176,0,0,1,0,0,99,0,96,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811168,1488213574,1,1,4,19,2.1657745414533562,1597,1411,297.7368421052632,3,87.77225511695903,17,2786,0,1083,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811169,1488270869,0,3,3,3,0.5333385727562908,39,5,474.6666666666667,4,80.16261959876543,3,106,0,106,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811170,1488270978,0,1,1,1,0,8,8,106,1,98.76280092592593,1,199205,0,1911,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811171,1488277288,0,2,2,2,0,0,13,45,3,49.41791666666666,1,2805,0,1670,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811172,1488290534,0,1,1,1,0,0,37,385,3,98.98914351851852,1,109,0,1,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811173,1488297985,0,2,2,5,1.2521243074902038,56,51,1063.6,3,65.59732638888889,5,2077,0,478,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811174,1488297992,1,1,1,2,0.6036372515003262,4,44,313.5,1,20.088032407407407,2,2082,0,773,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811175,1488298082,0,2,3,15,1.5107601349879434,146,105,78.26666666666667,3,79.26120370370371,12,2084,0,1596,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811176,1488300085,1,1,2,2,0.5623351446188083,4,4,224,3,99.0996875,2,110,0,0,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811177,1488357476,1,3,3,5,1.3303428098395296,15,17,951.8,4,53.46587268518518,5,2099,0,1690,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811178,1488357741,0,1,1,11,0,1,1,3.909090909090909,3,45.69637731481482,7,2104,0,784,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811179,1488357899,0,1,1,32,0,0,0,0,2,99.76883101851853,32,2115,0,795,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811180,1488358711,0,1,10,54,1.665905897373149,0,985,18.77777777777778,3,2.275255272633745,13,199206,0,124930,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811181,1488359769,0,1,1,1,0,0,6483,6483,2,1.9360416666666667,1,199260,0,1912,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811182,1488360581,0,1,5,10,0,0,7005,700.5,2,0.1945439814814815,1,1,0,0,9231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811183,1488368076,0,1,2,2,0.6926989081875982,0,167,83.5,2,99.88662037037037,2,2147,0,829,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811184,1488379790,0,1,1,1,0,2,4,21,2,100.02219907407408,1,2149,0,827,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811185,1488380111,0,1,1,1,0,0,6,83,1,44.22915509259259,1,2150,0,831,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811186,1488381090,0,2,2,2,0.20227300179743635,1,38,443,3,72.13886574074074,2,2151,0,914,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811187,1488461019,1,1,2,4,1.3417647806795399,116,89,3041,4,100.96234953703704,4,17,0,16,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811188,1488466715,0,3,4,8,1.9998553742043266,31,14,493.125,3,74.84728153935184,8,2807,0,1692,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811189,1488548155,0,1,54,1127,5.828829881676381,291413,0,0,1,0,0,21,0,0,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811190,1488548225,0,1,266,5083,7.305074823691553,0,1947827,383.2042101121385,2,101.97167824074582,5083,1148,0,1127,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811191,1488548338,0,3,9,11,1.78156152705212,29,14,453.45454545454544,4,54.74703493265994,7,112,0,110,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811192,1488548403,0,1,1,1,0,9,9,168,1,101.97373842592593,1,199261,0,1913,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811193,1488548564,0,1,2,4,1.2143058612678077,26,32,258.25,3,101.97560185185185,4,2153,0,828,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811194,1488548644,1,3,3,4,1.2628242408583825,27,27,271.5,3,88.02733796296296,4,2157,0,1320,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811195,1488557310,0,1,1,1,0,1,1,551,3,46.28006944444444,1,2815,0,24,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811196,1488789799,0,3,9,278,1.3488902530143676,70,23841,101.33093525179856,4,78.51197737643204,215,2161,0,1322,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811197,1488792478,0,1,1,4,0.7862358315653329,551,39,365.25,3,104.79868055555555,4,2816,0,1102,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811198,1488793168,0,1,2,2,0.056700133402706715,1,196,138,2,23.829432870370372,2,2439,0,835,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811199,1488794019,1,1,2,55,1.0013869126548496,516,0,0,1,0,0,2441,0,3,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811200,1488794059,1,3,3,11,2.2640377791438526,57,56,649.9090909090909,4,62.30242108585858,11,2820,0,1701,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811201,1488795074,1,2,4,7,1.7581710142482567,14,14,294.7142857142857,4,62.659599867724864,7,2496,0,765,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811202,1488796336,0,1,266,5083,7.305074823691553,1947827,0,383.2042101121385,2,104.84333333332708,5083,6231,0,6210,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811203,1488798759,0,1,1,1,0,2,1,805,2,49.074618055555554,1,2503,0,92,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811204,1488799383,1,1,12,84,3.5124083941182738,9543,9025,341.45238095238096,4,76.16184013999126,61,11314,0,20,9235,1,0,0,0,25,0,9,1,0,0,0,0,0,0,0,0,0
811205,1488804676,0,1,1,1,0,0,2,805,2,49.14310185185185,1,2504,0,93,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811206,1488806187,1,1,1,3,0.37196411160924275,3010,0,0,1,0,0,199262,0,16190,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811207,1488817418,0,1,1,1,0,13,1000,824,3,105.08733796296296,1,5,0,0,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811208,1488877825,0,3,11,12,1.4364967379705493,4538,348,302.75,3,70.52432870370369,8,11398,0,11397,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811209,1488879210,0,1,3,3,1.0986122886681096,3,3,1172.3333333333333,1,0.016030092592592592,3,11410,0,111,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811210,1488893222,1,1,1,1,0,1000,13,824,3,105.96469907407408,1,6,0,1,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811211,1488897834,0,3,15,186,3.3827932046357314,38842,3,68.77956989247312,2,7.411110799980087,14,11413,0,11412,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811212,1488907507,1,1,1,1,0,32,37,824,3,106.13003472222222,1,7,0,2,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811213,1488966386,0,1,1,1,0,1,1,30,1,51.01474537037037,1,2505,0,837,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811214,1488966453,0,1,2,2,0.12243280058451003,303,338,586,2,53.91903356481481,2,11599,0,4,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811215,1488967505,1,2,76,338,4.951417907462997,70,28916,118.68639053254438,4,106.32921851030092,338,2506,0,928,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811216,1488977826,0,1,1,1,0,800,826,969,1,1.1574189814814815,1,11601,0,6,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811217,1488994643,0,1,1,30,2.305220628817026,218856,1,1.0666666666666667,2,7.142570216049382,2,0,0,0,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811218,1488994669,1,1,1,1,0,19,46,869,2,107.13885416666666,1,30,0,0,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811219,1489048650,1,3,8,21,1.7279487438839267,390,20,756.952380952381,5,92.36882936507939,18,2831,0,1138,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811220,1489048656,1,1,2,4,1.2128306531277873,46,34,258.25,3,107.7637037037037,4,2852,0,23,9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811221,1489051654,0,1,1,1,0,11,0,0,1,0,0,123,0,109,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811222,1489067134,0,2,2,2,0.6365141682948128,2,7,309.5,1,43.52773726851852,2,2844,0,896,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811223,1489067875,0,1,1,6,1.2852930241200993,15,11,248.83333333333334,3,90.02554012345679,6,2846,0,97,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811224,1489135529,0,1,1,1,0,2,2,168,1,108.76917824074074,1,199265,0,1914,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811225,1489143310,0,1,1,1,0,2,2,256,2,108.85923611111112,1,0,0,0,9243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811226,1489412376,0,1,1,1,0,1,1,3,3,111.97342592592592,1,199266,0,76,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
